learning evaluation instances,classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),classified instances of class 0,classified instances of class 1,recall (true positive) for class 0 (percent),recall (true positive) for class 1 (percent),incorrect classifications (false positive) for class 0 (percent),incorrect classifications (false positive) for class 1 (percent),size of class 0,size of class 1,training queue size,time stamp
11.0,11.0,73.01272277466073,0.0,-Infinity,-Infinity,11.0,0.0,73.01272277466073,0.0,26.987277225339255,0.0,0.8128358182343186,0.1871641817656787,1034.0,1.195253758E9
12.0,12.0,75.38804704995536,0.0,-Infinity,-Infinity,12.0,0.0,75.38804704995536,0.0,24.611952950044618,0.0,0.8364469564015968,0.1635530435984018,996.0,1.195506089E9
13.0,13.0,69.23286443038465,0.0,-Infinity,-Infinity,13.0,0.0,69.23286443038465,0.0,30.767135569615334,0.0,0.8364469564015968,0.1635530435984018,997.0,1.195506405E9
14.0,14.0,71.57695235768725,25.533178481764885,-273.0644016920366,-273.0644016920366,13.0,1.0,69.23286443038465,100.0,30.767135569615334,0.0,0.8297016619692051,0.1702983380307936,998.0,1.195507776E9
15.0,15.0,66.46218097035545,12.132431680881954,-374.0745027021373,-135.84610938448054,13.0,2.0,69.23286443038465,49.74874371859296,30.767135569615334,50.25125628140703,0.8297016619692051,0.1702983380307936,999.0,1.195509637E9
16.0,16.0,68.71997791314034,13.583162400174961,-134.65502757353937,-135.84610938448057,14.0,2.0,71.57695235768725,49.74874371859296,28.42304764231273,50.25125628140703,0.823090598896018,0.17690940110398082,999.0,1.195513349E9
17.0,17.0,64.34449241882956,3.7144595448433293,-89.16805900261483,-89.80280833113817,14.0,3.0,71.57695235768725,32.998888926298775,28.42304764231273,67.00111107370122,0.823090598896018,0.17690940110398082,1000.0,1.195514428E9
18.0,18.0,66.49908290886695,18.923585202413086,-89.1680590026148,-41.39477704056341,14.0,4.0,71.57695235768725,50.00252512499368,28.42304764231273,49.99747487500631,0.8166110959779873,0.1833889040220116,1000.0,1.195517821E9
19.0,19.0,68.42629063340613,20.676831820064606,-40.68069806959954,-41.39477704056344,15.0,4.0,73.60801663233231,50.00252512499368,26.39198336766767,49.99747487500631,0.8149898777056259,0.18501012229437339,977.0,1.195570869E9
20.0,20.0,70.16022321436061,30.821681122476352,-11.748192152690779,-12.198288095338208,15.0,5.0,73.60801663233231,60.20401987718,26.39198336766767,39.795980122820005,0.8180485754983793,0.1819514245016199,972.0,1.195597186E9
21.0,21.0,71.72849159432172,32.37034498950697,7.473164990758761,-12.198288095338222,16.0,5.0,75.38474932055152,60.20401987718,24.615250679448447,39.795980122820005,0.8180485754983793,0.1819514245016199,973.0,1.195597346E9
22.0,22.0,68.11258673138721,26.070735132234468,-9.901176277851304,-33.26646087923973,17.0,5.0,70.58490963548584,60.20401987718,29.415090364514146,39.795980122820005,0.8180485754983793,0.1819514245016199,974.0,1.195611047E9
23.0,23.0,64.81232991449663,20.915852479095793,-27.451015943114044,-54.54744348924123,18.0,5.0,66.31960574955596,60.20401987718,33.68039425044401,39.795980122820005,0.8180485754983793,0.1819514245016199,1001.0,1.195664235E9
24.0,24.0,66.45414425009608,22.394124664937024,-27.451015943114008,-54.547443489241275,19.0,5.0,68.25713825914092,60.20401987718,31.74286174085907,39.795980122820005,0.8180485754983793,0.1819514245016199,1002.0,1.195666121E9
25.0,25.0,63.463121167482036,15.466256752027446,-23.282085544407067,-44.81642132045196,19.0,6.0,68.25713825914092,49.91622534917949,31.74286174085907,50.08377465082052,0.8180485754983793,0.1819514245016199,1005.0,1.195673464E9
26.0,26.0,60.703337320651826,11.402444896860843,-20.18557753582159,-62.836175672364206,20.0,6.0,64.50866276213578,49.91622534917949,35.491337237864215,50.08377465082052,0.8768033249569251,0.12319667504307474,1019.0,1.196557078E9
27.0,27.0,62.35683860387115,18.544622983970324,-5.951704715874738,-37.761196653038674,20.0,7.0,64.50866276213578,57.28857114146386,35.491337237864215,42.711428858536145,0.8768033249569251,0.12319667504307474,1020.0,1.196557288E9
28.0,28.0,63.89153576643935,24.21498069467404,-5.9517047158747545,-19.21756703847684,20.0,8.0,64.50866276213578,62.81717898816844,35.491337237864215,37.18282101183156,0.8982187725185429,0.10178122748145703,1003.0,1.196613031E9
29.0,29.0,61.36445966708518,20.221752746366814,-5.3100532201605235,-32.81423972983203,21.0,8.0,61.11832587154217,62.81717898816844,38.88167412845784,37.18282101183156,0.8982187725185429,0.10178122748145703,1004.0,1.196613849E9
30.0,30.0,62.84873149781455,24.77145119321776,5.031853193808141,-16.776183691464254,21.0,9.0,61.11832587154217,67.11662829221298,38.88167412845784,32.88337170778702,0.8982187725185429,0.10178122748145703,1005.0,1.19661412E9
31.0,31.0,60.500971968055985,21.1479003121148,4.5777565716689494,-28.97371359290075,22.0,9.0,58.037290054098314,67.11662829221298,41.96270994590169,32.88337170778702,0.8982187725185429,0.10178122748145703,1006.0,1.196614316E9
32.0,32.0,58.30109392737944,17.978950946307105,-4.537840387135479,-41.294450867079064,23.0,9.0,55.22521123979261,67.11662829221298,44.7747887602074,32.88337170778702,0.8982187725185429,0.10178122748145703,1007.0,1.196619427E9
