instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
0,0,100.0,0.0,0.0,1323292816
0,0,100.0,0.0,0.0,1323292845
0,0,100.0,0.0,0.0,1323294546
0,0,100.0,0.0,0.0,1323295924
0,0,100.0,0.0,0.0,1323301755
0,1,82.91178139102959,0.0,0.0,1323369329
0,0,85.42717200281557,0.0,0.0,1323370368
0,0,87.31349267545698,0.0,0.0,1323375272
0,0,88.78043341860034,0.0,0.0,1323375522
0,0,89.95380824161941,0.0,0.0,1323375891
0,1,81.35909126986367,0.0,0.0,1323380102
0,0,82.99979783876016,0.0,0.0,1323380417
0,1,76.22314115276735,0.0,0.0,1323392391
0,0,78.0346535584922,0.0,0.0,1323392771
0,1,72.45842545580935,0.0,0.0,1323396628
0,1,67.58045735273953,0.0,0.0,1323397322
0,0,69.64464949733791,0.0,0.0,1323397332
0,0,71.47896217304154,0.0,0.0,1323397405
1,1,71.47896217304154,100.0,84.54523178337234,1323474670
0,1,67.36699091962205,100.0,82.0773969614181,1323475026
0,1,63.66739962104673,100.0,79.79185398337773,1323479289
0,1,60.32127641183801,100.0,77.66677308337073,1323479309
0,1,57.280420653297995,100.0,75.68382961590804,1323480238
0,1,54.505014405978145,100.0,73.82751140731898,1323481724
0,1,51.961876034033025,100.0,72.08458644816729,1323715642
1,1,51.961876034033025,100.0,72.08458644816729,1323718847
1,1,51.961876034033025,100.0,72.08458644816729,1323719037
0,1,49.62313294453042,100.0,70.443688819177,1323719654
1,0,49.62313294453042,74.62185935992777,60.852037333073305,1323720491
0,1,47.46520061769121,74.62185935992777,59.514212798155285,1323723589
0,1,45.467988519299446,74.62185935992777,58.24865530350013,1323726983
0,0,47.6912375819346,74.62185935992777,59.655752644150134,1323727562
0,0,49.76018492695873,74.62185935992777,60.936011695413015,1323727875
1,1,49.76018492695873,79.80002024119588,63.01479004469472,1323728617
0,0,51.69026126732869,79.80002024119588,64.22525901392328,1323728718
0,0,53.49490627426442,79.80002024119588,65.3367783372212,1323730233
0,1,51.54977604291972,79.80002024119588,64.13792303820033,1323731975
1,1,51.54977604291972,83.25183694134812,65.51040794780754,1323732164
0,0,53.266228920486036,83.25183694134812,66.59212719660505,1323732191
0,0,54.880818388494305,83.25183694134812,67.59385285428452,1323732931
0,0,56.402276183652575,83.25183694134812,68.52439784458034,1323732951
0,1,54.544412813538436,83.25183694134812,67.3863677728239,1323736112
0,1,52.78803695593771,83.25183694134812,66.2925413987847,1323736154
0,1,51.12513567823092,83.25183694134812,65.2400295760845,1323736428
1,0,51.12513567823092,70.99714299997527,60.24731171297603,1323737389
0,0,52.632358702067386,70.99714299997527,61.12893829600405,1323737544
0,0,54.063283178277175,70.99714299997527,61.954327103571245,1323737734
