instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
0,0,100.0,0.0,0.0,1275026726
0,0,100.0,0.0,0.0,1275253924
1,1,100.0,100.0,100.0,1275258094
1,0,100.0,49.74874371859296,70.53278933842965,1275357380
0,0,100.0,49.74874371859296,70.53278933842965,1275405691
0,0,100.0,49.74874371859296,70.53278933842965,1275425230
0,0,100.0,49.74874371859296,70.53278933842965,1275425286
0,0,100.0,49.74874371859296,70.53278933842965,1275428163
1,0,100.0,32.998888926298775,57.44465939171263,1276191547
0,0,100.0,32.998888926298775,57.44465939171263,1276206224
0,0,100.0,32.998888926298775,57.44465939171263,1276216901
0,0,100.0,32.998888926298775,57.44465939171263,1276222371
0,0,100.0,32.998888926298775,57.44465939171263,1276222463
1,1,100.0,50.00252512499368,70.71246362911823,1276247046
0,0,100.0,50.00252512499368,70.71246362911823,1276247293
0,0,100.0,50.00252512499368,70.71246362911823,1276276120
1,0,100.0,39.799999918792,63.08724111798835,1276278312
1,0,100.0,32.998888926298775,57.44465939171263,1276278331
1,0,100.0,28.141443144266994,53.04850906883905,1276278401
0,0,100.0,28.141443144266994,53.04850906883905,1276278496
1,0,100.0,24.498788062408472,49.49625042607619,1276279672
1,0,100.0,21.66599338953144,46.54674359128836,1276279785
1,0,100.0,19.4001009439961,44.04554568171009,1276280003
0,0,100.0,19.4001009439961,44.04554568171009,1276290374
0,0,100.0,19.4001009439961,44.04554568171009,1276290395
0,0,100.0,19.4001009439961,44.04554568171009,1276290424
0,0,100.0,19.4001009439961,44.04554568171009,1276290427
0,0,100.0,19.4001009439961,44.04554568171009,1276387520
0,0,100.0,19.4001009439961,44.04554568171009,1276387595
0,0,100.0,19.4001009439961,44.04554568171009,1276392267
1,0,100.0,17.546500967558504,41.88854374116926,1276623754
1,1,100.0,24.803765055350496,49.80337845503104,1276999528
0,1,94.74436960025837,24.803765055350496,48.476974780632716,1277071705
0,0,95.00931117504699,24.803765055350496,48.54470756381742,1277071757
0,0,95.25112484864134,24.803765055350496,48.606445272243036,1277071757
0,0,95.47270164763164,24.803765055350496,48.662947515203285,1277071757
0,0,95.67647003599359,24.803765055350496,48.714850755165685,1277071757
0,1,91.51584301876512,24.803765055350496,47.643860770090704,1277071757
0,0,91.87283426176141,24.803765055350496,47.73669653419563,1277071757
0,1,92.20417567240817,24.803765055350496,47.82270078634911,1277071798
0,1,88.55726116632756,24.803765055350496,46.867403383534096,1277079536
0,1,85.15513330625093,24.803765055350496,45.95832807865512,1277138679
1,0,85.15513330625093,22.778620360098714,44.042212175328885,1277267797
0,0,85.70967396948542,22.778620360098714,44.18538360746394,1277268178
1,1,85.70967396948542,28.66196635225234,49.56417851004806,1277320716
1,0,85.70967396948542,26.613829339229284,47.76047147741391,1277340362
0,0,86.2292850336719,26.613829339229284,47.90502558114234,1277349109
1,1,86.2292850336719,31.554254106090916,52.16225427777279,1277349113
1,1,86.2292850336719,35.912278910531604,55.64791221946205,1277349113
1,0,86.2292850336719,33.74217224636326,53.94036881860293,1277349114
1,0,86.2292850336719,31.801085833145827,52.36587528807856,1277349114
1,1,86.2292850336719,35.54636383918023,55.36368430116695,1277349114
1,1,86.2292850336719,38.93380873498715,57.9416472915266,1277349114
1,0,86.2292850336719,36.97111657168858,56.46231441300689,1277349114
0,0,86.71714208364214,36.97111657168858,56.62181177548115,1277349114
0,0,87.17604711102187,36.97111657168858,56.77143471853257,1277349114
1,1,87.17604711102187,40.02505288768277,59.069669849744166,1277349114
