instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
0,0,100.0,0.0,0.0,1195002354
0,0,100.0,0.0,0.0,1195003702
0,0,100.0,0.0,0.0,1195049108
0,0,100.0,0.0,0.0,1195077690
0,0,100.0,0.0,0.0,1195078176
0,0,100.0,0.0,0.0,1195135503
0,0,100.0,0.0,0.0,1195239687
0,0,100.0,0.0,0.0,1195240285
0,0,100.0,0.0,0.0,1195240937
0,0,100.0,0.0,0.0,1195241081
0,0,100.0,0.0,0.0,1195253758
0,0,100.0,0.0,0.0,1195506089
0,0,100.0,0.0,0.0,1195506405
1,0,100.0,0.0,0.0,1195507776
1,0,100.0,0.0,0.0,1195509637
0,0,100.0,0.0,0.0,1195513349
1,0,100.0,0.0,0.0,1195514428
1,0,100.0,0.0,0.0,1195517821
0,0,100.0,0.0,0.0,1195570869
1,0,100.0,0.0,0.0,1195597186
0,0,100.0,0.0,0.0,1195597346
0,0,100.0,0.0,0.0,1195611047
0,0,100.0,0.0,0.0,1195664235
0,0,100.0,0.0,0.0,1195666121
1,0,100.0,0.0,0.0,1195673464
0,0,100.0,0.0,0.0,1196557078
1,0,100.0,0.0,0.0,1196557288
1,0,100.0,0.0,0.0,1196613031
0,0,100.0,0.0,0.0,1196613849
1,0,100.0,0.0,0.0,1196614120
0,0,100.0,0.0,0.0,1196614316
0,0,100.0,0.0,0.0,1196619427
0,0,100.0,0.0,0.0,1196619578
1,0,100.0,0.0,0.0,1196620789
0,0,100.0,0.0,0.0,1196620878
0,0,100.0,0.0,0.0,1196627134
0,0,100.0,0.0,0.0,1196638433
0,0,100.0,0.0,0.0,1196638503
1,0,100.0,0.0,0.0,1196638764
0,0,100.0,0.0,0.0,1196642615
0,0,100.0,0.0,0.0,1196643819
0,0,100.0,0.0,0.0,1196643855
1,0,100.0,0.0,0.0,1196645097
0,0,100.0,0.0,0.0,1196645208
1,0,100.0,0.0,0.0,1196645993
0,0,100.0,0.0,0.0,1196646506
1,0,100.0,0.0,0.0,1196648302
0,0,100.0,0.0,0.0,1196648896
1,0,100.0,0.0,0.0,1196685860
1,0,100.0,0.0,0.0,1196694989
0,0,100.0,0.0,0.0,1196695158
0,0,100.0,0.0,0.0,1196697394
0,0,100.0,0.0,0.0,1196775213
0,0,100.0,0.0,0.0,1197063423
0,0,100.0,0.0,0.0,1197067731
0,0,100.0,0.0,0.0,1197073822
1,0,100.0,0.0,0.0,1197209827
1,0,100.0,0.0,0.0,1197263479
1,0,100.0,0.0,0.0,1197263681
1,0,100.0,0.0,0.0,1197263856
0,0,100.0,0.0,0.0,1197264004
0,0,100.0,0.0,0.0,1197264186
0,0,100.0,0.0,0.0,1197269939
1,0,100.0,0.0,0.0,1197270253
0,0,100.0,0.0,0.0,1197270404
0,0,100.0,0.0,0.0,1197272601
0,0,100.0,0.0,0.0,1197272855
0,0,100.0,0.0,0.0,1197275550
0,0,100.0,0.0,0.0,1197275619
0,0,100.0,0.0,0.0,1197276453
0,0,100.0,0.0,0.0,1197277380
0,0,100.0,0.0,0.0,1197277510
1,0,100.0,0.0,0.0,1197328182
0,0,100.0,0.0,0.0,1197358386
0,0,100.0,0.0,0.0,1197358421
1,1,100.0,0.0,0.0,1197488139
0,1,97.61241687938083,0.0,0.0,1197489687
0,0,97.66864223738234,0.0,0.0,1197659847
0,0,97.72280962297997,0.0,0.0,1197660083
0,1,95.4819480606891,0.0,0.0,1197660250
0,0,95.5842280155121,0.0,0.0,1197661165
0,1,93.4473914996338,0.0,0.0,1197661258
0,0,93.59209072929592,0.0,0.0,1197667644
0,0,93.73190527459406,0.0,0.0,1197734104
0,1,91.71065268053854,0.0,0.0,1197734436
0,1,89.75559541428389,0.0,0.0,1197734517
