instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
0,0,100.0,0.0,0.0,1063070644
0,0,100.0,0.0,0.0,1063070644
0,0,100.0,0.0,0.0,1063071102
0,0,100.0,0.0,0.0,1063071102
0,0,100.0,0.0,0.0,1063155353
0,0,100.0,0.0,0.0,1063155353
0,0,100.0,0.0,0.0,1063302777
0,0,100.0,0.0,0.0,1063302777
0,0,100.0,0.0,0.0,1063302914
0,0,100.0,0.0,0.0,1063302914
0,0,100.0,0.0,0.0,1063303507
0,0,100.0,0.0,0.0,1063303507
0,0,100.0,0.0,0.0,1063876335
0,0,100.0,0.0,0.0,1063876335
0,0,100.0,0.0,0.0,1063878776
0,0,100.0,0.0,0.0,1063878776
0,0,100.0,0.0,0.0,1063988232
0,0,100.0,0.0,0.0,1063988232
0,0,100.0,0.0,0.0,1063995637
0,0,100.0,0.0,0.0,1063995637
0,0,100.0,0.0,0.0,1063995653
0,0,100.0,0.0,0.0,1063995653
0,0,100.0,0.0,0.0,1064019941
0,0,100.0,0.0,0.0,1064019941
0,0,100.0,0.0,0.0,1064020575
0,0,100.0,0.0,0.0,1064020575
0,0,100.0,0.0,0.0,1064021565
0,0,100.0,0.0,0.0,1064021565
0,0,100.0,0.0,0.0,1064180205
0,0,100.0,0.0,0.0,1064180205
0,0,100.0,0.0,0.0,1064269530
0,0,100.0,0.0,0.0,1064269530
0,0,100.0,0.0,0.0,1064276548
0,0,100.0,0.0,0.0,1064276548
1,0,100.0,0.0,0.0,1064276619
1,0,100.0,0.0,0.0,1064276619
0,0,100.0,0.0,0.0,1064276665
0,0,100.0,0.0,0.0,1064276665
0,0,100.0,0.0,0.0,1064277086
0,0,100.0,0.0,0.0,1064277086
0,0,100.0,0.0,0.0,1064277673
0,0,100.0,0.0,0.0,1064277673
0,0,100.0,0.0,0.0,1064277699
0,0,100.0,0.0,0.0,1064277699
0,0,100.0,0.0,0.0,1064394278
0,0,100.0,0.0,0.0,1064394278
0,0,100.0,0.0,0.0,1064396034
0,0,100.0,0.0,0.0,1064396034
0,0,100.0,0.0,0.0,1064405395
0,0,100.0,0.0,0.0,1064405395
0,0,100.0,0.0,0.0,1064410747
0,0,100.0,0.0,0.0,1064410747
0,0,100.0,0.0,0.0,1064426049
0,0,100.0,0.0,0.0,1064426049
0,0,100.0,0.0,0.0,1064427352
0,0,100.0,0.0,0.0,1064427352
0,0,100.0,0.0,0.0,1064428306
0,0,100.0,0.0,0.0,1064428306
0,0,100.0,0.0,0.0,1064428640
0,0,100.0,0.0,0.0,1064428640
1,0,100.0,0.0,0.0,1064429672
1,0,100.0,0.0,0.0,1064429672
1,0,100.0,0.0,0.0,1064430403
1,0,100.0,0.0,0.0,1064430403
0,0,100.0,0.0,0.0,1064443838
0,0,100.0,0.0,0.0,1064443838
0,0,100.0,0.0,0.0,1064443940
0,0,100.0,0.0,0.0,1064443940
0,0,100.0,0.0,0.0,1064444346
0,0,100.0,0.0,0.0,1064444346
0,0,100.0,0.0,0.0,1064444623
0,0,100.0,0.0,0.0,1064444623
0,0,100.0,0.0,0.0,1064445563
0,0,100.0,0.0,0.0,1064445563
0,0,100.0,0.0,0.0,1064445608
0,0,100.0,0.0,0.0,1064445608
0,0,100.0,0.0,0.0,1064445624
0,0,100.0,0.0,0.0,1064445624
1,0,100.0,0.0,0.0,1064445646
1,0,100.0,0.0,0.0,1064445646
0,0,100.0,0.0,0.0,1064508453
0,0,100.0,0.0,0.0,1064508453
0,0,100.0,0.0,0.0,1064515216
0,0,100.0,0.0,0.0,1064515216
0,0,100.0,0.0,0.0,1064515252
0,0,100.0,0.0,0.0,1064515252
0,0,100.0,0.0,0.0,1064516887
0,0,100.0,0.0,0.0,1064516887
0,0,100.0,0.0,0.0,1064565496
0,0,100.0,0.0,0.0,1064565496
0,0,100.0,0.0,0.0,1064570946
0,0,100.0,0.0,0.0,1064570946
0,0,100.0,0.0,0.0,1064571272
0,0,100.0,0.0,0.0,1064571272
0,0,100.0,0.0,0.0,1064585174
0,0,100.0,0.0,0.0,1064585174
0,0,100.0,0.0,0.0,1064589038
0,0,100.0,0.0,0.0,1064589038
0,0,100.0,0.0,0.0,1066186679
0,0,100.0,0.0,0.0,1066186679
0,0,100.0,0.0,0.0,1066234202
0,0,100.0,0.0,0.0,1066234202
0,0,100.0,0.0,0.0,1066234450
0,0,100.0,0.0,0.0,1066234450
0,0,100.0,0.0,0.0,1066234509
0,0,100.0,0.0,0.0,1066234509
1,0,100.0,0.0,0.0,1066248783
1,0,100.0,0.0,0.0,1066248783
1,0,100.0,0.0,0.0,1066248897
1,0,100.0,0.0,0.0,1066248897
0,0,100.0,0.0,0.0,1066248969
0,0,100.0,0.0,0.0,1066248969
0,0,100.0,0.0,0.0,1066249112
0,0,100.0,0.0,0.0,1066249112
0,0,100.0,0.0,0.0,1066249198
0,0,100.0,0.0,0.0,1066249198
0,0,100.0,0.0,0.0,1066249303
0,0,100.0,0.0,0.0,1066249303
0,0,100.0,0.0,0.0,1066249370
0,0,100.0,0.0,0.0,1066249370
0,0,100.0,0.0,0.0,1066459013
0,0,100.0,0.0,0.0,1066459013
0,0,100.0,0.0,0.0,1066459279
0,0,100.0,0.0,0.0,1066459279
0,0,100.0,0.0,0.0,1066464867
0,0,100.0,0.0,0.0,1066464867
0,0,100.0,0.0,0.0,1066492621
0,0,100.0,0.0,0.0,1066492621
0,0,100.0,0.0,0.0,1066495688
0,0,100.0,0.0,0.0,1066495688
0,0,100.0,0.0,0.0,1066617836
0,0,100.0,0.0,0.0,1066617836
0,0,100.0,0.0,0.0,1066660737
0,0,100.0,0.0,0.0,1066660737
1,0,100.0,0.0,0.0,1066660939
1,0,100.0,0.0,0.0,1066660939
0,0,100.0,0.0,0.0,1066725068
0,0,100.0,0.0,0.0,1066725068
0,0,100.0,0.0,0.0,1067234766
0,0,100.0,0.0,0.0,1067234766
0,0,100.0,0.0,0.0,1067323664
0,0,100.0,0.0,0.0,1067323664
1,0,100.0,0.0,0.0,1067443251
1,0,100.0,0.0,0.0,1067443251
0,0,100.0,0.0,0.0,1067443363
0,0,100.0,0.0,0.0,1067443363
0,0,100.0,0.0,0.0,1067443424
0,0,100.0,0.0,0.0,1067443424
0,0,100.0,0.0,0.0,1067443624
0,0,100.0,0.0,0.0,1067443624
0,0,100.0,0.0,0.0,1068353820
0,0,100.0,0.0,0.0,1068353820
0,0,100.0,0.0,0.0,1068783511
0,0,100.0,0.0,0.0,1068783511
1,0,100.0,0.0,0.0,1069379947
1,0,100.0,0.0,0.0,1069379947
0,0,100.0,0.0,0.0,1069396563
0,0,100.0,0.0,0.0,1069396563
0,0,100.0,0.0,0.0,1069397585
0,0,100.0,0.0,0.0,1069397585
0,0,100.0,0.0,0.0,1069399967
0,0,100.0,0.0,0.0,1069399967
0,0,100.0,0.0,0.0,1069401439
0,0,100.0,0.0,0.0,1069401439
1,0,100.0,0.0,0.0,1069405056
1,0,100.0,0.0,0.0,1069405056
0,0,100.0,0.0,0.0,1069405076
0,0,100.0,0.0,0.0,1069405076
0,0,100.0,0.0,0.0,1069405573
0,0,100.0,0.0,0.0,1069405573
0,0,100.0,0.0,0.0,1069405960
0,0,100.0,0.0,0.0,1069405960
0,0,100.0,0.0,0.0,1069406082
0,0,100.0,0.0,0.0,1069406082
0,0,100.0,0.0,0.0,1069424235
0,0,100.0,0.0,0.0,1069424235
0,0,100.0,0.0,0.0,1069429667
0,0,100.0,0.0,0.0,1069429667
0,0,100.0,0.0,0.0,1069429705
0,0,100.0,0.0,0.0,1069429705
0,0,100.0,0.0,0.0,1069435708
0,0,100.0,0.0,0.0,1069435708
0,0,100.0,0.0,0.0,1069436206
0,0,100.0,0.0,0.0,1069436206
0,0,100.0,0.0,0.0,1069437119
0,0,100.0,0.0,0.0,1069437119
1,0,100.0,0.0,0.0,1069443810
1,0,100.0,0.0,0.0,1069443810
0,0,100.0,0.0,0.0,1069444808
0,0,100.0,0.0,0.0,1069444808
0,0,100.0,0.0,0.0,1069456560
0,0,100.0,0.0,0.0,1069456560
0,0,100.0,0.0,0.0,1069459963
0,0,100.0,0.0,0.0,1069459963
0,0,100.0,0.0,0.0,1069461345
0,0,100.0,0.0,0.0,1069461345
0,0,100.0,0.0,0.0,1069461742
0,0,100.0,0.0,0.0,1069461742
0,0,100.0,0.0,0.0,1069461850
0,0,100.0,0.0,0.0,1069461850
0,0,100.0,0.0,0.0,1069463572
0,0,100.0,0.0,0.0,1069463572
0,0,100.0,0.0,0.0,1069691659
0,0,100.0,0.0,0.0,1069691659
0,0,100.0,0.0,0.0,1069691833
0,0,100.0,0.0,0.0,1069691833
0,0,100.0,0.0,0.0,1069967354
0,0,100.0,0.0,0.0,1069967354
1,0,100.0,0.0,0.0,1069968024
1,0,100.0,0.0,0.0,1069968024
0,0,100.0,0.0,0.0,1069969006
0,0,100.0,0.0,0.0,1069969006
0,0,100.0,0.0,0.0,1069969524
0,0,100.0,0.0,0.0,1069969524
0,0,100.0,0.0,0.0,1069969557
0,0,100.0,0.0,0.0,1069969557
1,0,100.0,0.0,0.0,1070049309
1,0,100.0,0.0,0.0,1070049309
0,0,100.0,0.0,0.0,1070062383
0,0,100.0,0.0,0.0,1070062383
0,0,100.0,0.0,0.0,1070067889
0,0,100.0,0.0,0.0,1070067889
0,0,100.0,0.0,0.0,1070067919
0,0,100.0,0.0,0.0,1070067919
0,0,100.0,0.0,0.0,1070069128
0,0,100.0,0.0,0.0,1070069128
0,0,100.0,0.0,0.0,1070069547
0,0,100.0,0.0,0.0,1070069547
0,0,100.0,0.0,0.0,1070070515
0,0,100.0,0.0,0.0,1070070515
0,0,100.0,0.0,0.0,1070242855
0,0,100.0,0.0,0.0,1070242855
0,0,100.0,0.0,0.0,1070483392
0,0,100.0,0.0,0.0,1070483392
0,0,100.0,0.0,0.0,1070485167
0,0,100.0,0.0,0.0,1070485167
1,0,100.0,0.0,0.0,1070500833
1,0,100.0,0.0,0.0,1070500833
0,0,100.0,0.0,0.0,1070534875
0,0,100.0,0.0,0.0,1070534875
0,0,100.0,0.0,0.0,1070544833
0,0,100.0,0.0,0.0,1070544833
0,0,100.0,0.0,0.0,1070640196
0,0,100.0,0.0,0.0,1070640196
0,0,100.0,0.0,0.0,1070652688
0,0,100.0,0.0,0.0,1070652688
0,0,100.0,0.0,0.0,1070667528
