instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
1,0,0.0,0.0,0.0,1293840523
1,0,0.0,0.0,0.0,1293853015
1,0,0.0,0.0,0.0,1293857524
1,0,0.0,0.0,0.0,1294097284
1,0,0.0,0.0,0.0,1294112356
0,0,100.0,0.0,0.0,1294112468
0,0,100.0,0.0,0.0,1294112677
1,0,100.0,0.0,0.0,1294112863
1,0,100.0,0.0,0.0,1294188041
0,0,100.0,0.0,0.0,1294188502
1,0,100.0,0.0,0.0,1294188634
1,0,100.0,0.0,0.0,1294192125
1,0,100.0,0.0,0.0,1294200534
0,0,100.0,0.0,0.0,1294201845
0,1,79.59598004161201,0.0,0.0,1294441271
0,1,65.9944449681489,0.0,0.0,1294447449
1,1,65.9944449681489,9.554589338419115,25.110751089673972,1294447588
1,1,65.9944449681489,17.515273098384636,33.99868713043849,1294468840
0,1,56.28004400561871,17.515273098384636,31.396820551570457,1294469171
0,1,48.99510174969702,17.515273098384636,29.294412225355988,1294883067
1,1,48.99510174969702,24.24987596014109,34.469191172475234,1298425344
1,1,48.99510174969702,30.021129863571268,38.35216176836114,1299733974
1,1,48.99510174969702,35.02170492162867,41.4233267143413,1299888878
1,0,48.99510174969702,32.66401141051289,40.004706755722424,1300415911
1,0,48.99510174969702,30.58425363915056,38.710187534920614,1301454910
0,1,43.3297985159188,30.58425363915056,36.40342769498705,1305149375
0,0,49.25653259734751,30.58425363915056,38.81332614376618,1305150062
1,1,49.25653259734751,34.77890734383989,41.38947188938243,1305287658
1,1,49.25653259734751,38.53088205032054,43.56486712611627,1305321817
1,0,49.25653259734751,36.414882596969896,42.35175145925172,1305326948
1,1,49.25653259734751,39.75668135691496,44.2524154280785,1305491483
1,1,49.25653259734751,42.79360718651221,45.91148774915188,1305850908
1,1,49.25653259734751,45.56542656546165,47.37504531853986,1305878739
0,0,54.104862523745524,45.56542656546165,49.65189966315614,1305899488
0,0,58.14438949251187,45.56542656546165,51.472069218311496,1305899582
0,0,61.56176050036537,45.56542656546165,52.963080323183014,1305901812
0,1,56.87149028506092,45.56542656546165,50.905537166916424,1305933768
1,0,56.87149028506092,43.43939860279472,49.70375574971904,1306183860
1,1,56.87149028506092,45.98512492663236,51.13944256170852,1306255516
1,1,56.87149028506092,48.33403838965965,52.42927421503459,1306325472
1,1,56.87149028506092,50.50800757677726,53.595388441735096,1306432428
1,0,56.87149028506092,48.44881560032907,52.491488317029294,1306453931
1,0,56.87149028506092,46.53253917220914,51.44292808026687,1306515126
1,0,56.87149028506092,44.7448862363246,50.445102466892564,1306615929
1,1,56.87149028506092,46.8089807186623,51.59550844981573,1306714126
1,0,56.87149028506092,45.106957669449024,50.648789767246406,1306862100
1,0,56.87149028506092,43.508947155430064,49.743528880280195,1306864123
1,1,56.87149028506092,45.460637696395715,50.8469685930562,1306951215
1,1,56.87149028506092,47.299752125249164,51.86528119539021,1307079037
1,1,56.87149028506092,49.03567249490994,52.80844413458608,1307121943
1,1,56.87149028506092,50.676766601739864,53.68485111713684,1307121996
