instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
0,0,100.0,0.0,0.0,1143467626
0,0,100.0,0.0,0.0,1143489078
0,0,100.0,0.0,0.0,1143528058
0,0,100.0,0.0,0.0,1143528343
0,0,100.0,0.0,0.0,1143528575
0,0,100.0,0.0,0.0,1143562674
0,0,100.0,0.0,0.0,1143564801
0,0,100.0,0.0,0.0,1143564900
0,0,100.0,0.0,0.0,1143640684
0,0,100.0,0.0,0.0,1143640801
0,0,100.0,0.0,0.0,1143643192
1,0,100.0,0.0,0.0,1143680122
0,0,100.0,0.0,0.0,1143712857
0,0,100.0,0.0,0.0,1143725279
0,0,100.0,0.0,0.0,1143725524
0,0,100.0,0.0,0.0,1143731311
0,0,100.0,0.0,0.0,1143731413
0,0,100.0,0.0,0.0,1143740479
0,0,100.0,0.0,0.0,1143740526
0,0,100.0,0.0,0.0,1144108833
0,0,100.0,0.0,0.0,1144108911
1,0,100.0,0.0,0.0,1144108994
0,0,100.0,0.0,0.0,1144109030
0,0,100.0,0.0,0.0,1144171182
0,0,100.0,0.0,0.0,1144190049
1,0,100.0,0.0,0.0,1144332585
0,0,100.0,0.0,0.0,1144332834
0,0,100.0,0.0,0.0,1144333754
0,0,100.0,0.0,0.0,1144367076
1,0,100.0,0.0,0.0,1144367225
0,0,100.0,0.0,0.0,1144455156
1,0,100.0,0.0,0.0,1144600689
0,0,100.0,0.0,0.0,1144632979
0,0,100.0,0.0,0.0,1144634478
0,0,100.0,0.0,0.0,1144769764
1,0,100.0,0.0,0.0,1144839281
1,0,100.0,0.0,0.0,1144847899
1,0,100.0,0.0,0.0,1144848722
0,0,100.0,0.0,0.0,1144848857
0,0,100.0,0.0,0.0,1144857702
0,0,100.0,0.0,0.0,1144927106
0,0,100.0,0.0,0.0,1144936447
0,0,100.0,0.0,0.0,1144936610
0,0,100.0,0.0,0.0,1144965095
1,0,100.0,0.0,0.0,1145050228
0,0,100.0,0.0,0.0,1145326045
0,0,100.0,0.0,0.0,1145373393
1,0,100.0,0.0,0.0,1145458270
0,0,100.0,0.0,0.0,1145459933
0,0,100.0,0.0,0.0,1145537185
0,0,100.0,0.0,0.0,1145570493
1,0,100.0,0.0,0.0,1145617445
1,0,100.0,0.0,0.0,1145630366
1,0,100.0,0.0,0.0,1145751536
0,0,100.0,0.0,0.0,1145827982
0,0,100.0,0.0,0.0,1145828038
1,0,100.0,0.0,0.0,1145828252
0,0,100.0,0.0,0.0,1145839052
0,0,100.0,0.0,0.0,1145892760
0,0,100.0,0.0,0.0,1146031853
0,0,100.0,0.0,0.0,1146144658
0,0,100.0,0.0,0.0,1146144819
0,0,100.0,0.0,0.0,1146229674
0,0,100.0,0.0,0.0,1146230363
1,0,100.0,0.0,0.0,1146230528
0,0,100.0,0.0,0.0,1146270192
0,0,100.0,0.0,0.0,1146637287
0,0,100.0,0.0,0.0,1146643622
1,0,100.0,0.0,0.0,1146647473
1,0,100.0,0.0,0.0,1146718149
0,0,100.0,0.0,0.0,1146753563
0,0,100.0,0.0,0.0,1146837029
0,0,100.0,0.0,0.0,1147183321
0,0,100.0,0.0,0.0,1147183523
0,0,100.0,0.0,0.0,1147763686
0,0,100.0,0.0,0.0,1147847621
0,0,100.0,0.0,0.0,1147870301
1,0,100.0,0.0,0.0,1147870539
1,0,100.0,0.0,0.0,1147976947
0,0,100.0,0.0,0.0,1147999444
0,0,100.0,0.0,0.0,1148000188
0,0,100.0,0.0,0.0,1148000235
0,0,100.0,0.0,0.0,1148024015
0,0,100.0,0.0,0.0,1148083448
1,0,100.0,0.0,0.0,1148083495
1,0,100.0,0.0,0.0,1148341044
0,0,100.0,0.0,0.0,1148447060
0,0,100.0,0.0,0.0,1148530045
0,0,100.0,0.0,0.0,1148661504
0,0,100.0,0.0,0.0,1148661548
1,0,100.0,0.0,0.0,1148903494
0,0,100.0,0.0,0.0,1148911753
0,0,100.0,0.0,0.0,1148918534
0,0,100.0,0.0,0.0,1148919421
0,0,100.0,0.0,0.0,1148983121
0,0,100.0,0.0,0.0,1149433299
0,0,100.0,0.0,0.0,1149433519
0,0,100.0,0.0,0.0,1149743197
0,0,100.0,0.0,0.0,1149778207
0,0,100.0,0.0,0.0,1149778812
1,0,100.0,0.0,0.0,1149780956
0,0,100.0,0.0,0.0,1149894412
0,0,100.0,0.0,0.0,1149894580
0,0,100.0,0.0,0.0,1150062833
0,0,100.0,0.0,0.0,1150491306
0,0,100.0,0.0,0.0,1150503140
0,0,100.0,0.0,0.0,1150801950
0,0,100.0,0.0,0.0,1150836217
0,0,100.0,0.0,0.0,1150836336
0,0,100.0,0.0,0.0,1150836383
0,0,100.0,0.0,0.0,1150839102
1,0,100.0,0.0,0.0,1150881692
1,0,100.0,0.0,0.0,1150937333
1,0,100.0,0.0,0.0,1150940758
0,1,98.30846731107033,0.0,0.0,1150971101
0,0,98.33688363130409,0.0,0.0,1150992212
1,0,98.33688363130409,0.0,0.0,1150992617
1,0,98.33688363130409,0.0,0.0,1150996154
1,0,98.33688363130409,0.0,0.0,1151003102
0,0,98.364633902958,0.0,0.0,1151006379
0,0,98.39173991885548,0.0,0.0,1151008107
0,0,98.41822253514268,0.0,0.0,1151013743
0,1,96.80801911534628,0.0,0.0,1151344112
0,1,95.23417092817822,0.0,0.0,1151346351
0,1,93.69553731463824,0.0,0.0,1151416116
0,1,92.19102461568485,0.0,0.0,1151581050
0,1,90.71958377457004,0.0,0.0,1152027808
0,1,89.28020808448875,0.0,0.0,1152311725
0,1,87.87193107137116,0.0,0.0,1152311757
0,1,86.49382450245108,0.0,0.0,1152311823
1,1,86.49382450245108,3.8417266018274687,18.22870336817358,1152312004
0,1,85.14499651197902,3.8417266018274687,18.086011116677355,1152312166
0,1,83.82458983611863,3.8417266018274687,17.945226570336008,1152399315
0,1,82.53178014967727,3.8417266018274687,17.80630605423796,1152541200
0,1,81.26577449788208,3.8417266018274687,17.669207331021557,1152627193
0,1,80.02580981692473,3.8417266018274687,17.533889540158096,1152629836
0,1,78.8111515374677,3.8417266018274687,17.40031314034737,1152640274
0,1,77.62109226573463,3.8417266018274687,17.26843985483857,1152724715
0,1,76.45495053720256,3.8417266018274687,17.13823261950235,1152740389
0,1,75.31206963827566,3.8417266018274687,17.00965553349175,1152746992
0,1,74.19181649165353,3.8417266018274687,16.88267381234049,1152756754
0,1,73.09358060141281,3.8417266018274687,16.757253743357467,1152758166
1,1,73.09358060141281,7.433788006337119,23.31013047614745,1152794800
0,1,72.01677305410344,7.433788006337119,23.137792111277523,1152794884
0,1,70.96082557241955,7.433788006337119,22.967536525714568,1152799217
0,1,69.9251896182453,7.433788006337119,22.79932095315474,1152803576
0,1,68.90933554209548,7.433788006337119,22.633103898438,1152820316
0,1,67.91275177617571,7.433788006337119,22.468845088946715,1152847626
0,1,66.9349440684743,7.433788006337119,22.306505428261733,1152852586
0,1,65.97543475547188,7.433788006337119,22.146046951952936,1152854071
1,1,65.97543475547188,10.799591405016178,26.692840578091342,1153235798
1,1,65.97543475547188,13.95970678752881,30.34794431862107,1153237094
1,1,65.97543475547188,16.93228417720357,33.42326749428013,1153292745
0,1,65.03376207121673,16.93228417720357,33.18388374651895,1153314042
0,1,64.10947949066117,16.93228417720357,32.947229400793006,1153328039
0,1,63.20215510529389,16.93228417720357,32.713251915004314,1153331387
0,1,62.311371029229804,16.93228417720357,32.48190021747633,1153332203
1,1,62.311371029229804,19.73339934043509,35.065868989229536,1153399834
0,1,61.43672283403804,19.73339934043509,34.81889409288726,1153462636
0,1,60.57781901069895,19.73339934043509,34.57464813574713,1153462950
0,1,59.73428045718266,19.73339934043509,34.333080411974876,1153499262
1,1,59.73428045718266,22.37734187785004,36.56083171397709,1153510231
0,1,58.905739990237116,22.37734187785004,36.306389001514304,1153512935
1,1,58.905739990237116,24.876856597984652,38.28040812916313,1153527599
0,1,58.09184188006149,24.876856597984652,38.015028869686375,1153604931
0,1,57.292241406623305,24.876856597984652,37.75249493278142,1153605862
