instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
0,0,100.0,0.0,0.0,1254244893
0,0,100.0,0.0,0.0,1254261636
1,0,100.0,0.0,0.0,1254261666
0,0,100.0,0.0,0.0,1254261833
0,0,100.0,0.0,0.0,1254261889
0,0,100.0,0.0,0.0,1254268301
1,0,100.0,0.0,0.0,1254268319
0,0,100.0,0.0,0.0,1254334201
0,0,100.0,0.0,0.0,1254531192
0,0,100.0,0.0,0.0,1254531642
0,0,100.0,0.0,0.0,1254594028
0,0,100.0,0.0,0.0,1254594078
0,0,100.0,0.0,0.0,1254602950
1,0,100.0,0.0,0.0,1254687744
0,0,100.0,0.0,0.0,1254687998
0,0,100.0,0.0,0.0,1254688239
0,0,100.0,0.0,0.0,1254688290
0,0,100.0,0.0,0.0,1254688322
0,0,100.0,0.0,0.0,1254688347
0,0,100.0,0.0,0.0,1254688479
0,0,100.0,0.0,0.0,1254696103
0,0,100.0,0.0,0.0,1254697526
0,0,100.0,0.0,0.0,1254699847
0,0,100.0,0.0,0.0,1254699884
0,0,100.0,0.0,0.0,1254769395
0,0,100.0,0.0,0.0,1254769666
0,0,100.0,0.0,0.0,1254821293
0,0,100.0,0.0,0.0,1254821468
0,0,100.0,0.0,0.0,1254947275
0,0,100.0,0.0,0.0,1263275692
0,0,100.0,0.0,0.0,1263282623
0,0,100.0,0.0,0.0,1263282728
0,0,100.0,0.0,0.0,1263282925
1,0,100.0,0.0,0.0,1263282963
0,0,100.0,0.0,0.0,1263282978
0,0,100.0,0.0,0.0,1263284872
0,0,100.0,0.0,0.0,1263290449
0,0,100.0,0.0,0.0,1263290480
0,0,100.0,0.0,0.0,1263290530
0,0,100.0,0.0,0.0,1263290612
0,0,100.0,0.0,0.0,1263293971
0,0,100.0,0.0,0.0,1263293986
0,0,100.0,0.0,0.0,1263294003
0,0,100.0,0.0,0.0,1263294019
0,0,100.0,0.0,0.0,1263294041
0,0,100.0,0.0,0.0,1263294061
0,0,100.0,0.0,0.0,1263294072
0,0,100.0,0.0,0.0,1263294875
0,0,100.0,0.0,0.0,1263294920
1,0,100.0,0.0,0.0,1263295514
0,0,100.0,0.0,0.0,1263295709
0,0,100.0,0.0,0.0,1263295892
0,0,100.0,0.0,0.0,1263348838
0,0,100.0,0.0,0.0,1263348958
0,0,100.0,0.0,0.0,1263462068
0,0,100.0,0.0,0.0,1263952173
0,0,100.0,0.0,0.0,1265132595
0,0,100.0,0.0,0.0,1265162925
0,0,100.0,0.0,0.0,1265164003
0,0,100.0,0.0,0.0,1266400007
0,0,100.0,0.0,0.0,1266400007
0,0,100.0,0.0,0.0,1266403874
0,0,100.0,0.0,0.0,1266448546
1,0,100.0,0.0,0.0,1266452809
0,0,100.0,0.0,0.0,1266452809
0,0,100.0,0.0,0.0,1266452870
0,0,100.0,0.0,0.0,1266452870
0,0,100.0,0.0,0.0,1266455381
0,0,100.0,0.0,0.0,1266455405
0,0,100.0,0.0,0.0,1266455424
0,0,100.0,0.0,0.0,1266460489
0,0,100.0,0.0,0.0,1266460505
0,0,100.0,0.0,0.0,1266460597
0,0,100.0,0.0,0.0,1266797373
0,0,100.0,0.0,0.0,1266828546
0,0,100.0,0.0,0.0,1266828575
0,0,100.0,0.0,0.0,1266828601
0,0,100.0,0.0,0.0,1266828622
0,0,100.0,0.0,0.0,1266828698
1,0,100.0,0.0,0.0,1266828723
1,0,100.0,0.0,0.0,1266828751
0,0,100.0,0.0,0.0,1266828787
0,0,100.0,0.0,0.0,1266828802
0,0,100.0,0.0,0.0,1266829167
0,0,100.0,0.0,0.0,1266861595
0,0,100.0,0.0,0.0,1266862039
1,0,100.0,0.0,0.0,1267239384
0,0,100.0,0.0,0.0,1267248131
0,0,100.0,0.0,0.0,1267248330
0,0,100.0,0.0,0.0,1267248395
0,0,100.0,0.0,0.0,1267248412
0,0,100.0,0.0,0.0,1267250695
0,0,100.0,0.0,0.0,1267250763
1,0,100.0,0.0,0.0,1267319824
0,0,100.0,0.0,0.0,1267319841
0,0,100.0,0.0,0.0,1267320040
0,0,100.0,0.0,0.0,1267320105
0,0,100.0,0.0,0.0,1267322959
0,0,100.0,0.0,0.0,1267323930
0,0,100.0,0.0,0.0,1267323939
0,0,100.0,0.0,0.0,1267323957
0,0,100.0,0.0,0.0,1267333689
0,0,100.0,0.0,0.0,1267333710
0,0,100.0,0.0,0.0,1267334031
0,0,100.0,0.0,0.0,1267334059
0,0,100.0,0.0,0.0,1267411350
0,0,100.0,0.0,0.0,1267411452
0,0,100.0,0.0,0.0,1267416718
0,0,100.0,0.0,0.0,1267416738
0,0,100.0,0.0,0.0,1267416766
0,0,100.0,0.0,0.0,1267416789
0,0,100.0,0.0,0.0,1267416844
1,0,100.0,0.0,0.0,1267418836
0,0,100.0,0.0,0.0,1267418859
1,0,100.0,0.0,0.0,1267424985
0,0,100.0,0.0,0.0,1267425188
0,0,100.0,0.0,0.0,1267434541
0,0,100.0,0.0,0.0,1267434582
0,0,100.0,0.0,0.0,1267434593
0,0,100.0,0.0,0.0,1267434623
1,0,100.0,0.0,0.0,1267434643
1,0,100.0,0.0,0.0,1267434687
0,0,100.0,0.0,0.0,1267434711
1,0,100.0,0.0,0.0,1267436129
0,0,100.0,0.0,0.0,1267436228
0,0,100.0,0.0,0.0,1267436270
0,0,100.0,0.0,0.0,1267436507
1,0,100.0,0.0,0.0,1267436602
1,0,100.0,0.0,0.0,1267436636
0,0,100.0,0.0,0.0,1267441850
0,0,100.0,0.0,0.0,1267441864
0,0,100.0,0.0,0.0,1267441879
0,0,100.0,0.0,0.0,1267441914
0,0,100.0,0.0,0.0,1267441958
0,0,100.0,0.0,0.0,1267442037
0,0,100.0,0.0,0.0,1267442073
0,0,100.0,0.0,0.0,1267442086
0,0,100.0,0.0,0.0,1267442370
0,0,100.0,0.0,0.0,1267443322
0,0,100.0,0.0,0.0,1267443609
0,0,100.0,0.0,0.0,1267443629
0,0,100.0,0.0,0.0,1267445469
0,0,100.0,0.0,0.0,1267445762
0,0,100.0,0.0,0.0,1267608678
0,0,100.0,0.0,0.0,1267609652
0,0,100.0,0.0,0.0,1267611199
0,0,100.0,0.0,0.0,1267611223
1,0,100.0,0.0,0.0,1267654385
0,0,100.0,0.0,0.0,1267654449
0,0,100.0,0.0,0.0,1267654502
0,0,100.0,0.0,0.0,1267654683
0,0,100.0,0.0,0.0,1267654731
0,0,100.0,0.0,0.0,1267654795
0,0,100.0,0.0,0.0,1267655582
0,0,100.0,0.0,0.0,1267656764
0,0,100.0,0.0,0.0,1267656767
0,0,100.0,0.0,0.0,1267657435
0,0,100.0,0.0,0.0,1267674908
0,0,100.0,0.0,0.0,1267675075
0,0,100.0,0.0,0.0,1267675222
0,0,100.0,0.0,0.0,1267675651
0,0,100.0,0.0,0.0,1267676375
0,0,100.0,0.0,0.0,1267683344
0,0,100.0,0.0,0.0,1267694963
0,0,100.0,0.0,0.0,1267695645
0,0,100.0,0.0,0.0,1267749135
1,0,100.0,0.0,0.0,1267758021
0,0,100.0,0.0,0.0,1267758095
0,0,100.0,0.0,0.0,1267760973
0,0,100.0,0.0,0.0,1267761063
0,0,100.0,0.0,0.0,1267761090
0,0,100.0,0.0,0.0,1267763806
1,0,100.0,0.0,0.0,1267766077
0,0,100.0,0.0,0.0,1267766104
0,0,100.0,0.0,0.0,1267766284
0,0,100.0,0.0,0.0,1267766417
1,0,100.0,0.0,0.0,1267767572
0,0,100.0,0.0,0.0,1267769681
1,0,100.0,0.0,0.0,1267770116
0,0,100.0,0.0,0.0,1267770398
1,0,100.0,0.0,0.0,1267772540
0,0,100.0,0.0,0.0,1267773708
0,0,100.0,0.0,0.0,1267774142
0,0,100.0,0.0,0.0,1267790943
0,0,100.0,0.0,0.0,1267790970
0,0,100.0,0.0,0.0,1267792025
0,0,100.0,0.0,0.0,1267792125
1,0,100.0,0.0,0.0,1267792325
0,0,100.0,0.0,0.0,1267794487
0,0,100.0,0.0,0.0,1267794918
0,0,100.0,0.0,0.0,1267795114
1,0,100.0,0.0,0.0,1267826436
1,0,100.0,0.0,0.0,1267838646
0,0,100.0,0.0,0.0,1267838739
0,0,100.0,0.0,0.0,1267838899
0,0,100.0,0.0,0.0,1267839210
0,0,100.0,0.0,0.0,1267841225
0,0,100.0,0.0,0.0,1267841382
0,0,100.0,0.0,0.0,1267993029
1,0,100.0,0.0,0.0,1267994740
0,0,100.0,0.0,0.0,1267995263
0,0,100.0,0.0,0.0,1267997217
0,0,100.0,0.0,0.0,1267997314
0,0,100.0,0.0,0.0,1268211968
0,0,100.0,0.0,0.0,1268211998
0,0,100.0,0.0,0.0,1268212032
0,0,100.0,0.0,0.0,1268212773
1,0,100.0,0.0,0.0,1268257173
0,0,100.0,0.0,0.0,1268257215
0,0,100.0,0.0,0.0,1268257257
0,0,100.0,0.0,0.0,1268274378
0,0,100.0,0.0,0.0,1268274421
0,0,100.0,0.0,0.0,1268274434
0,0,100.0,0.0,0.0,1268274454
0,0,100.0,0.0,0.0,1268289812
0,0,100.0,0.0,0.0,1268289832
0,0,100.0,0.0,0.0,1268425570
0,0,100.0,0.0,0.0,1268444295
0,0,100.0,0.0,0.0,1269198967
0,0,100.0,0.0,0.0,1269199341
0,0,100.0,0.0,0.0,1269203805
0,0,100.0,0.0,0.0,1269203826
0,0,100.0,0.0,0.0,1269204474
